date,draft,linktitle
2025-08-27T09:30:00+09:00,false,導入
2025-08-27T10:30:00+09:00,false,直線回帰、確率分布、擬似乱数生成
2025-08-27T13:00:00+09:00,false,尤度、最尤推定
2025-08-27T14:00:00+09:00,false,一般化線形モデル(GLM)
2025-08-27T16:00:00+09:00,false,個体差、一般化線形混合モデル(GLMM)
2025-09-03T09:30:00+09:00,false,ベイズの定理、事後分布、MCMC
2025-09-03T13:00:00+09:00,false,StanでGLM
2025-09-03T15:00:00+09:00,false,階層ベイズモデル(HBM)
