date,draft,linktitle
2024-07-05T18:00:00+09:00,false,直線回帰、確率分布
2024-07-09T18:00:00+09:00,true,尤度、最尤推定、一般化線形モデル
2024-07-11T18:00:00+09:00,true,個体差、ベイズ、MCMC
