date,draft,linktitle
2024-09-07T13:00:00+09:00,false,入門1: 前処理とは。Rを使うメリット。Rの基本。
2024-09-07T14:40:00+09:00,false,入門2: データ可視化の重要性と方法。
2024-09-14T13:00:00+09:00,false,データ構造の処理1: 抽出、集約など。
2024-09-14T14:40:00+09:00,false,データ構造の処理2: 結合、変形など。
2024-09-21T13:00:00+09:00,true,データ内容の処理: 数値、文字列、日時など。
2024-09-21T14:40:00+09:00,true,実践: 現実の問題に対処してみる。
