date,draft,linktitle
2026-06-22T18:00:00+09:00,true,導入、直線回帰
2026-06-22T18:30:00+09:00,true,確率分布、擬似乱数生成
2026-06-29T18:00:00+09:00,true,尤度、最尤推定
2026-06-29T18:30:00+09:00,true,一般化線形モデル(GLM)
2026-07-07T18:00:00+09:00,true,個体差、一般化線形混合モデル(GLMM)
2026-07-07T18:30:00+09:00,true,ベイズの定理、事後分布、MCMC
2026-07-07T19:00:00+09:00,true,StanでGLM
2026-07-07T19:30:00+09:00,true,階層ベイズモデル(HBM)
