date,draft,linktitle
2023-06-21T18:00:00+09:00,false,導入、Rの基礎、直線回帰
2023-06-23T18:00:00+09:00,false,確率分布、尤度、最尤推定
2023-06-28T18:00:00+09:00,false,一般化線形モデル、個体差
2023-06-30T18:00:00+09:00,false,ベイズの定理、事後分布、MCMC、Stan
