date,draft,linktitle
2024-04-08T13:00:00+09:00,false,導入: データ解析の全体像。Rの基本。
2024-04-08T14:40:00+09:00,false,データの可視化。
2024-04-09T13:00:00+09:00,false,データ構造の処理1: 抽出、集約など。
2024-04-09T14:40:00+09:00,false,データ構造の処理2: 結合、変形など。
2024-04-10T13:00:00+09:00,false,データ内容の処理: 数値、文字列など。
2024-04-10T14:40:00+09:00,false,データ入力、レポート作成
2024-04-11T13:00:00+09:00,false,統計モデリング1: 確率分布、尤度
2024-04-11T14:40:00+09:00,false,統計モデリング2: 一般化線形モデル
2024-04-15T13:00:00+09:00,false,発表会
