date,draft,linktitle
2024-08-21T09:30:00+09:00,false,導入
2024-08-21T10:30:00+09:00,false,直線回帰、確率分布、擬似乱数生成
2024-08-21T13:00:00+09:00,false,尤度、最尤推定
2024-08-21T14:00:00+09:00,false,一般化線形モデル(GLM)
2024-08-21T16:00:00+09:00,false,個体差、一般化線形混合モデル(GLMM)
2024-08-28T09:30:00+09:00,false,ベイズの定理、事後分布、MCMC
2024-08-28T13:00:00+09:00,false,StanでGLM
2024-08-28T15:00:00+09:00,false,階層ベイズモデル(HBM)
