date,draft,linktitle
2026-09-02T09:30:00+09:00,true,導入
2026-09-02T10:30:00+09:00,true,直線回帰、確率分布、擬似乱数生成
2026-09-02T13:00:00+09:00,true,尤度、最尤推定
2026-09-02T14:00:00+09:00,true,一般化線形モデル(GLM)
2026-09-02T16:00:00+09:00,true,個体差、一般化線形混合モデル(GLMM)
2026-09-09T09:30:00+09:00,true,ベイズの定理、事後分布、MCMC
2026-09-09T13:00:00+09:00,true,StanでGLM
2026-09-09T15:00:00+09:00,true,階層ベイズモデル(HBM)
