date,draft,linktitle
2025-06-11T18:00:00+09:00,true,直線回帰、確率分布
2025-06-16T18:00:00+09:00,true,尤度、最尤推定、一般化線形モデル
2025-06-26T18:00:00+09:00,true,個体差、ベイズ、MCMC
